,Answer
banae,False
banai,False
banao,False
banda,False
bandi,False
bando,False
bangi,False
banjo,False
banna,False
banni,False
banno,False
bantu,False
barbe,False
barbi,False
barbo,False
barco,False
barda,False
barde,False
bardi,False
baria,False
barie,False
barii,False
barre,False
barri,False
barro,False
basai,False
basca,False
basii,False
bassa,False
basse,False
bassi,False
baste,False
basti,False
batta,False
batti,False
batto,False
batua,False
baula,False
bauli,False
baulo,False
bauta,False
baute,False
bazze,False
beaci,False
beala,False
beale,False
beali,False
bealo,False
beami,False
beane,False
beano,False
beare,False
beata,False
beate,False
beati,False
beava,False
beavi,False
beavo,False
bebop,False
becca,False
beffe,False
beffi,False
beffo,False
begai,False
beggi,False
beghi,False
begia,False
begli,False
beige,False
beigi,False
beino,False
beisa,False
beise,False
belai,False
belgi,False
belii,False
belio,False
bella,False
belle,False
belli,False
belta,False
belve,False
benai,False
bende,False
bendi,False
bendo,False
benna,False
benne,False
beola,False
beole,False
beona,False
beoni,False
beota,False
beote,False
beoti,False
berla,False
berle,False
berli,False
berma,False
berme,False
bermi,False
berne,False
bersi,False
berta,False
berte,False
berti,False
bervi,False
besce,False
besci,False
bessa,False
besse,False
bessi,False
besso,False
betta,False
bette,False
beuta,False
beute,False
bevei,False
bevve,False
bevvi,False
bezzi,False
bezzo,False
biade,False
biadi,False
biado,False
biava,False
biave,False
biavi,False
biavo,False
bibbi,False
biche,False
bieca,False
biete,False
biffa,False
biffe,False
biffi,False
biffo,False
bighe,False
bighi,False
bigie,False
bigio,False
bigne,False
bilia,False
bilie,False
bimbe,False
bimbi,False
bimbo,False
binai,False
binda,False
binde,False
bindi,False
binga,False
binge,False
bingo,False
biodi,False
biodo,False
biomi,False
biosi,False
biova,False
biove,False
birbe,False
birbi,False
birbo,False
birce,False
birci,False
birre,False
birri,False
birro,False
bissa,False
bissi,False
bisso,False
bista,False
biste,False
bisti,False
bitte,False
bitti,False
bitto,False
biuta,False
biute,False
biuti,False
biuto,False
bizza,False
blese,False
blesi,False
bleso,False
blini,False
blitz,False
blumi,False
blumo,False
bluse,False
boari,False
boaro,False
boati,False
bobba,False
bobbi,False
bobbo,False
bocci,False
bocco,False
bocia,False
boema,False
boeme,False
boemi,False
boemo,False
boera,False
boere,False
boeri,False
boero,False
boghe,False
boide,False
boidi,False
boite,False
boldi,False
boldo,False
bolge,False
bolle,False
bolli,False
bolsa,False
bolse,False
bolsi,False
bolso,False
bombe,False
bombi,False
bombo,False
bonne,False
bonta,False
bonza,False
bonze,False
bonzi,False
bonzo,False
borda,False
borde,False
bordo,False
borea,False
borei,False
boria,False
borii,False
borio,False
borni,False
borra,False
borre,False
borri,False
borro,False
borse,False
bossi,False
bosso,False
botri,False
botro,False
botta,False
botto,False
boule,False
boxai,False
bozze,False
bozzi,False
bozzo,False
braca,False
braci,False
braco,False
brada,False
brade,False
bradi,False
braga,False
brago,False
braii,False
brama,False
brami,False
bramo,False
brani,False
brasa,False
brasi,False
braso,False
brava,False
brave,False
bravo,False
bremi,False
bremo,False
breva,False
brevi,False
brice,False
brici,False
brida,False
bride,False
brige,False
brigi,False
brigo,False
brine,False
brini,False
brino,False
broda,False
brode,False
brodi,False
broge,False
brogi,False
broli,False
brolo,False
bromi,False
bromo,False
brova,False
brovi,False
brovo,False
bruca,False
brugi,False
brugo,False
bruii,False
brume,False
bruna,False
brune,False
bruni,False
bruta,False
brute,False
bruto,False
bruzi,False
bubai,False
bucai,False
bucci,False
buche,False
bucio,False
buddi,False
bufai,False
buffe,False
buffi,False
buffo,False
bugia,False
bugio,False
bugli,False
bugna,False
bugne,False
bugni,False
bugno,False
buina,False
buine,False
bulai,False
bulbi,False
bulla,False
bulle,False
bulli,False
bumba,False
bumbe,False
buona,False
buone,False
buoni,False
burba,False
burbe,False
burga,False
burka,False
burle,False
burli,False
burlo,False
burqa,False
burri,False
busaa,False
busae,False
busai,False
busao,False
busca,False
busco,False
bushi,False
bussa,False
busse,False
bussi,False
buste,False
busto,False
butte,False
butti,False
butto,False
buzza,False
buzze,False
buzzi,False
buzzo,False
bwaka,False
bwana,False
caaba,False
cabla,False
cabli,False
cablo,False
cabra,False
cabri,False
cabro,False
cacai,False
cacca,False
cacce,False
cacci,False
cache,False
cacia,False
cacti,False
cacto,False
caddi,False
cadmi,False
caffa,False
caffe,False
caffi,False
caffo,False
cafra,False
cafre,False
cafri,False
cafro,False
cagai,False
caghi,False
cagli,False
cagne,False
caiba,False
caibe,False
caina,False
caine,False
caini,False
caino,False
calao,False
calda,False
calde,False
caldi,False
calia,False
calie,False
calla,False
calle,False
callo,False
calma,False
calmi,False
calmo,False
calse,False
calta,False
calte,False
calve,False
calvi,False
calvo,False
calza,False
calzi,False
calzo,False
camei,False
camme,False
campi,False
canai,False
canee,False
canga,False
cange,False
cangi,False
canne,False
canni,False
canno,False
canoe,False
cansa,False
cansi,False
canso,False
canta,False
canti,False
capai,False
cappe,False
cappi,False
cappo,False
capre,False
capri,False
capro,False
capta,False
capti,False
capto,False
carca,False
carco,False
carda,False
carde,False
cardi,False
caria,False
cario,False
carmi,False
carna,False
carni,False
carno,False
carpe,False
carpi,False
carpo,False
carri,False
carsi,False
carvi,False
casbe,False
casca,False
casci,False
casei,False
caseo,False
caspa,False
caspe,False
caspi,False
cassi,False
casso,False
caste,False
casti,False
casto,False
catta,False
catte,False
catti,False
catto,False
caule,False
cauli,False
cauri,False
cause,False
causi,False
causo,False
cauta,False
caute,False
cauti,False
cavea,False
cavee,False
cavie,False
cazza,False
cazze,False
cazzi,False
cazzo,False
cecai,False
cecca,False
ceche,False
cechi,False
cedei,False
cedra,False
cedri,False
cedua,False
cedue,False
cedui,False
ceffa,False
ceffi,False
ceiba,False
ceibe,False
celie,False
celio,False
celle,False
celli,False
cello,False
celta,False
celte,False
celto,False
celzi,False
cengi,False
cenna,False
cenni,False
censi,False
ceppa,False
ceppe,False
ceppi,False
cerai,False
cerca,False
cerci,False
cerea,False
ceree,False
cerei,False
cereo,False
cerii,False
cerio,False
cerna,False
cerne,False
cerni,False
cerno,False
cerri,False
certe,False
certi,False
certo,False
cerva,False
cerve,False
cervi,False
cesia,False
cesie,False
cespi,False
cessa,False
cesse,False
cessi,False
ceste,False
cesti,False
cesto,False
cetre,False
chele,False
cheli,False
chete,False
cheti,False
cheto,False
chile,False
chili,False
chimi,False
chimo,False
chine,False
chini,False
chino,False
chita,False
chiti,False
chito,False
cholo,False
chope,False
ciaba,False
ciabi,False
ciabo,False
ciana,False
ciane,False
ciani,False
ciano,False
ciati,False
ciato,False
ciazi,False
cicce,False
cicci,False
cicco,False
ciche,False
cicli,False
cidia,False
cidie,False
cidio,False
cieco,False
cieli,False
ciesa,False
ciese,False
cifre,False
cifri,False
cifro,False
cigna,False
cigne,False
cigni,False
cimai,False
cimba,False
cimbe,False
cince,False
cinga,False
cinge,False
cingi,False
cingo,False
cinsi,False
cinte,False
cinti,False
cinto,False
cinzi,False
cioce,False
ciofi,False
ciofo,False
cippi,False
cipri,False
circe,False
circi,False
cirro,False
cisio,False
cispa,False
cispe,False
cista,False
ciste,False
cisto,False
citta,False
citte,False
citti,False
citto,False
ciuca,False
ciula,False
ciuli,False
ciulo,False
clade,False
cladi,False
clama,False
clami,False
clamo,False
clave,False
clavi,False
clavo,False
cleri,False
climi,False
cline,False
clini,False
clino,False
clivi,False
clivo,False
clona,False
cloni,False
clono,False
clora,False
clori,False
cloze,False
clune,False
cluni,False
cnidi,False
coala,False
coana,False
coane,False
coati,False
cobea,False
cobee,False
cobla,False
coble,False
cocca,False
cocce,False
coche,False
codia,False
codio,False
coese,False
coesi,False
coeso,False
coeva,False
coeve,False
coevi,False
coffe,False
cofta,False
cofte,False
cofti,False
cofto,False
cogli,False
cogni,False
cogno,False
coiai,False
coipi,False
coipo,False
coire,False
coita,False
coite,False
coiti,False
coito,False
coiva,False
coivi,False
coivo,False
colca,False
colco,False
colei,False
colga,False
colia,False
colie,False
colle,False
colli,False
colme,False
colmi,False
colpa,False
colpo,False
colsi,False
colte,False
colti,False
colto,False
colze,False
comba,False
combe,False
combo,False
commi,False
commo,False
compi,False
conce,False
congi,False
conia,False
conie,False
conne,False
conni,False
conno,False
consa,False
conso,False
conti,False
cooba,False
coobi,False
coobo,False
copie,False
copio,False
coppe,False
coppo,False
copra,False
copre,False
copro,False
copta,False
copte,False
copti,False
copto,False
coque,False
corai,False
corba,False
corbe,False
corca,False
corco,False
corde,False
corea,False
coree,False
corei,False
coreo,False
corio,False
cormi,False
cormo,False
corni,False
corno,False
corpi,False
corre,False
corri,False
corro,False
corse,False
corsi,False
corta,False
corti,False
corvo,False
cosai,False
cosci,False
cosfi,False
cosmi,False
cosse,False
cossi,False
cosso,False
coste,False
costo,False
cotte,False
cotti,False
cotto,False
cousi,False
couso,False
covid,False
cozza,False
cozzi,False
crace,False
craci,False
crapa,False
crape,False
creda,False
crede,False
credi,False
creme,False
cremi,False
cremo,False
crena,False
crene,False
creni,False
creno,False
crepa,False
crepo,False
cresi,False
creso,False
crete,False
crime,False
crimi,False
crina,False
crini,False
crino,False
croci,False
crode,False
croia,False
croie,False
croio,False
crome,False
cromi,False
crono,False
cruci,False
crude,False
crudi,False
crudo,False
crune,False
ctoni,False
cubai,False
cubia,False
cubie,False
cucca,False
cucci,False
cucco,False
cucia,False
cucii,False
cueva,False
cugna,False
cugne,False
culai,False
culle,False
culli,False
cullo,False
culmi,False
culmo,False
culpa,False
culta,False
culte,False
culti,False
cunca,False
cunce,False
cunci,False
cunco,False
cuneo,False
cuoce,False
cuoci,False
cuoco,False
cuoia,False
cuora,False
cuori,False
curde,False
curdi,False
curdo,False
curie,False
curii,False
curri,False
curro,False
curve,False
curvi,False
curvo,False
cusco,False
cussi,False
cusso,False
dacci,False
dache,False
dacia,False
dacie,False
dafne,False
dafni,False
daghe,False
dagli,False
daina,False
daine,False
daini,False
dalai,False
dalie,False
dalla,False
dalle,False
dalli,False
dallo,False
damai,False
damma,False
damme,False
dance,False
danda,False
dande,False
dando,False
danna,False
danne,False
danni,False
dante,False
danti,False
danze,False
danzi,False
danzo,False
darai,False
darci,False
dardi,False
darei,False
darla,False
darle,False
darli,False
darlo,False
darmi,False
darne,False
darsi,False
darti,False
darvi,False
daspo,False
datai,False
datti,False
dauni,False
dazia,False
debba,False
debbi,False
debbo,False
deche,False
deghi,False
degli,False
degne,False
degni,False
degno,False
delia,False
delie,False
delio,False
della,False
delle,False
dello,False
delta,False
demmo,False
densa,False
dense,False
densi,False
denta,False
dente,False
dento,False
derby,False
derma,False
dermi,False
derno,False
desia,False
desii,False
dessa,False
desse,False
dessi,False
desso,False
deste,False
desti,False
desto,False
detox,False
detta,False
dette,False
detti,False
devia,False
devie,False
devii,False
devio,False
diadi,False
diale,False
diali,False
diamo,False
diana,False
diane,False
diano,False
diapa,False
diape,False
diapi,False
diapo,False
diate,False
diaza,False
diaze,False
diazi,False
diazo,False
dicai,False
dicci,False
diche,False
dichi,False
dicta,False
diede,False
diedi,False
diene,False
dieni,False
dieri,False
diesa,False
diesi,False
dieso,False
diete,False
dieti,False
dieto,False
digli,False
dildi,False
dildo,False
dilla,False
dille,False
dilli,False
dimoi,False
dindi,False
dindo,False
dingo,False
dinka,False
dinne,False
diodi,False
dioli,False
diolo,False
diosi,False
dipoi,False
dirai,False
dirci,False
dirla,False
dirle,False
dirli,False
dirlo,False
dirne,False
dirsi,False
dirti,False
dirvi,False
disfi,False
disfo,False
disia,False
disii,False
disio,False
disse,False
dissi,False
dista,False
disti,False
ditte,False
ditti,False
diula,False
djaga,False
doagi,False
doari,False
dobla,False
doble,False
dobli,False
doblo,False
dobra,False
docci,False
docmi,False
dogai,False
doghi,False
dogli,False
dogmi,False
dogre,False
dolai,False
dolca,False
dolci,False
dolco,False
dolga,False
dolgo,False
dolio,False
dolse,False
dolsi,False
dolta,False
dolte,False
dolti,False
dolto,False
domma,False
dommi,False
donai,False
donde,False
donne,False
donni,False
donno,False
dopai,False
dorai,False
doria,False
dorio,False
dorme,False
dormi,False
dormo,False
dorsi,False
dosai,False
dosso,False
dotai,False
dotte,False
dotti,False
dotto,False
doula,False
doule,False
dovei,False
draba,False
drabe,False
draco,False
drena,False
dreni,False
dreno,False
drive,False
drogo,False
droma,False
drome,False
dromi,False
dromo,False
droni,False
druda,False
drude,False
drudi,False
drudo,False
drupe,False
drusa,False
druse,False
drusi,False
druso,False
duagi,False
duali,False
ducai,False
ducea,False
ducee,False
duina,False
duine,False
duini,False
duino,False
dulia,False
dulie,False
duoli,False
duolo,False
duomi,False
dupla,False
duple,False
dupli,False
duplo,False
durai,False
durio,False
durra,False
durre,False
duvet,False
dviii,False
ebani,False
ebbio,False
ebbra,False
ebbre,False
ebbri,False
ebeni,False
ebeno,False
ebeta,False
ebeti,False
ebeto,False
ebola,False
ebole,False
ebook,False
ebrea,False
ebree,False
ebrei,False
ebuli,False
ebulo,False
echei,False
echeo,False
echio,False
ecidi,False
edace,False
edaci,False
edemi,False
edere,False
edili,False
edipi,False
edipo,False
edita,False
edite,False
editi,False
edito,False
edona,False
edone,False
edoni,False
edono,False
educe,False
educi,False
educo,False
edule,False
eduli,False
efebi,False
efesi,False
efori,False
eforo,False
egena,False
egene,False
egeni,False
egeno,False
egida,False
egide,False
egira,False
egire,False
ekiti,False
elafe,False
elafi,False
eleni,False
eleva,False
elevi,False
elice,False
elici,False
elida,False
elide,False
elidi,False
elido,False
eliea,False
eliee,False
elima,False
elime,False
elimi,False
elimo,False
elisa,False
elise,False
elisi,False
eliso,False
eluda,False
elude,False
eludi,False
eluii,False
elusa,False
eluse,False
elusi,False
eluso,False
eluvi,False
emaci,False
email,False
emale,False
emali,False
emani,False
emano,False
emeri,False
emero,False
emesi,False
emica,False
emici,False
emico,False
emide,False
emidi,False
emina,False
emine,False
emiri,False
emise,False
emisi,False
emoni,False
empia,False
empie,False
empii,False
empio,False
emula,False
emule,False
emuli,False
enema,False
enemi,False
enfia,False
enfie,False
enfio,False
engri,False
ennea,False
ennee,False
ennei,False
enneo,False
enoli,False
enolo,False
entri,False
entro,False
enula,False
enule,False
eolia,False
eolie,False
eolio,False
epici,False
epico,False
epodi,False
epodo,False
epura,False
epuri,False
equai,False
erada,False
erade,False
eradi,False
erado,False
erari,False
erasa,False
erase,False
erasi,False
eraso,False
erbai,False
erbio,False
erebi,False
erebo,False
ereda,False
erede,False
eredo,False
eremi,False
ereta,False
ereti,False
ereto,False
eriga,False
erige,False
erigi,False
ernie,False
ernio,False
eroda,False
erode,False
erodi,False
erodo,False
erogo,False
erosa,False
erose,False
erosi,False
eruca,False
erula,False
erule,False
eruli,False
erulo,False
erzya,False
esala,False
esali,False
esalo,False
esami,False
esani,False
esano,False
eschi,False
esiga,False
esige,False
esigi,False
esili,False
esima,False
esime,False
esimi,False
esimo,False
esipi,False
esipo,False
esita,False
esiti,False
esizi,False
esodi,False
esone,False
esoni,False
esora,False
esori,False
esoro,False
esosa,False
esose,False
esosi,False
espia,False
espii,False
essai,False
estia,False
estie,False
estii,False
estio,False
estri,False
estua,False
estui,False
estuo,False
esula,False
esuli,False
esulo,False
esuma,False
esumi,False
esumo,False
etani,False
etate,False
etati,False
etene,False
eteni,False
etera,False
eteri,False
etero,False
etesi,False
ethos,False
etici,False
etico,False
etile,False
etili,False
etimi,False
etini,False
etino,False
etnee,False
etnei,False
etneo,False
etnie,False
etola,False
etole,False
etoli,False
etolo,False
eutri,False
evada,False
evade,False
evadi,False
evado,False
evasa,False
evase,False
evasi,False
evira,False
eviri,False
eviro,False
eviti,False
evito,False
evoca,False
fabri,False
fabro,False
facci,False
facto,False
fagli,False
faide,False
faine,False
falba,False
falbe,False
falbi,False
falbo,False
falca,False
falci,False
falda,False
faldi,False
faldo,False
falla,False
falle,False
falli,False
falsa,False
false,False
falsi,False
famai,False
fanga,False
fanne,False
fanti,False
farad,False
farai,False
farce,False
farci,False
farda,False
farde,False
farea,False
farei,False
farla,False
farle,False
farli,False
farlo,False
farmi,False
farri,False
farse,False
farsi,False
farso,False
farti,False
farvi,False
fasai,False
fasci,False
fasta,False
faste,False
fasti,False
fasto,False
fatai,False
fatta,False
fatte,False
fatti,False
fatua,False
fatue,False
fatui,False
fatwa,False
fauce,False
faune,False
fauni,False
fauno,False
fauve,False
favai,False
faxai,False
feace,False
feaci,False
febea,False
febee,False
febei,False
febeo,False
fecce,False
fedai,False
felci,False
fella,False
felle,False
felli,False
fello,False
felpe,False
felpi,False
felpo,False
felse,False
felsi,False
felze,False
felzi,False
femme,False
fence,False
fenda,False
fende,False
fendi,False
fendo,False
feria,False
ferii,False
ferla,False
ferle,False
ferma,False
ferme,False
fermi,False
ferra,False
ferri,False
fersa,False
ferse,False
ferva,False
ferve,False
fervi,False
fervo,False
ferza,False
ferze,False
ferzi,False
ferzo,False
fessa,False
fesse,False
fessi,False
feste,False
festi,False
festo,False
fette,False
feudi,False
fiaba,False
fiale,False
fiani,False
fiano,False
fiata,False
fiate,False
fiati,False
fibre,False
ficca,False
ficco,False
ficea,False
ficee,False
fiche,False
ficus,False
fidai,False
fiele,False
fieli,False
fieni,False
fiere,False
fieri,False
fighe,False
fighi,False
filai,False
filli,False
fillo,False
filma,False
filmi,False
filmo,False
filza,False
filze,False
finca,False
finga,False
fingi,False
fingo,False
finii,False
finna,False
finne,False
finni,False
finno,False
finse,False
finsi,False
finta,False
finte,False
finti,False
fioco,False
fiora,False
fiori,False
fioro,False
fiote,False
fioti,False
firme,False
firmi,False
firmo,False
fisai,False
fisse,False
fissi,False
fisso,False
fitta,False
fitte,False
fitti,False
fiumi,False
fiuta,False
fiuti,False
flake,False
flana,False
flani,False
flano,False
flash,False
flati,False
flato,False
flava,False
flave,False
flavi,False
flavo,False
fleti,False
fleto,False
flirt,False
flore,False
fluii,False
fobie,False
focea,False
focee,False
focei,False
foceo,False
fochi,False
focus,False
fodri,False
fodro,False
fogge,False
foggi,False
foghe,False
fogna,False
fogni,False
fogno,False
foiba,False
folce,False
folco,False
folio,False
folli,False
follo,False
folta,False
folte,False
folti,False
fonai,False
fonda,False
fonde,False
fondi,False
fonia,False
fonie,False
fonti,False
forai,False
force,False
forci,False
forge,False
forgi,False
forme,False
formi,False
formo,False
forni,False
forre,False
forti,False
forze,False
forzi,False
forzo,False
fosca,False
fossi,False
fosso,False
fosti,False
fotta,False
fotte,False
fotti,False
fotto,False
fovea,False
fovee,False
foyer,False
fraga,False
frale,False
frali,False
frame,False
frane,False
frani,False
frano,False
frati,False
frego,False
frema,False
freme,False
fremi,False
frena,False
freni,False
freon,False
frese,False
fresi,False
freso,False
frigi,False
frine,False
frini,False
frisa,False
frisi,False
friso,False
froda,False
frodi,False
frodo,False
froge,False
frugo,False
fruii,False
ftori,False
ftoro,False
fuchi,False
fuffa,False
fuffe,False
fugai,False
fugga,False
fugge,False
fuggi,False
fuggo,False
fughi,False
fulbe,False
fulbi,False
fulga,False
fulge,False
fulgi,False
fulgo,False
fulsa,False
fulse,False
fulsi,False
fulso,False
fulve,False
fulvi,False
fulvo,False
fumea,False
fumee,False
fumei,False
fumeo,False
fumma,False
fummi,False
funai,False
fundo,False
funga,False
fungi,False
funky,False
funse,False
funsi,False
funta,False
funte,False
funti,False
funto,False
furai,False
furbe,False
furbi,False
furbo,False
furca,False
furie,False
furio,False
furti,False
fusai,False
fusta,False
fuste,False
fusti,False
futon,False
fuxia,False
fuxie,False
fuzzy,False
gabba,False
gabbi,False
gabbo,False
gaela,False
gaele,False
gaeli,False
gaelo,False
gaffa,False
gaffe,False
gagge,False
gaggi,False
galee,False
galei,False
galeo,False
galgo,False
galio,False
galla,False
galle,False
galli,False
gambe,False
gambi,False
gamia,False
gamie,False
gamme,False
ganda,False
gande,False
ganga,False
gange,False
ganza,False
ganze,False
ganzi,False
garba,False
garbe,False
garbi,False
garga,False
gargo,False
garni,False
garze,False
garzi,False
garzo,False
gasai,False
gasco,False
gasse,False
gassi,False
gasso,False
gatta,False
gatte,False
gatti,False
gauda,False
gaude,False
gaudi,False
gaudo,False
gauge,False
gauli,False
gaulo,False
gauta,False
gaute,False
gauti,False
gauto,False
gazai,False
gazze,False
gazzi,False
gazzo,False
gelai,False
gelao,False
gelsa,False
gelse,False
gelsi,False
gemei,False
gemme,False
gemmi,False
gemmo,False
genai,False
genia,False
genie,False
genoa,False
genti,False
genue,False
geode,False
geodi,False
geomi,False
gerba,False
gerbe,False
gerla,False
gerle,False
gerli,False
gerlo,False
germa,False
germi,False
gessa,False
gessi,False
gesta,False
gesto,False
getta,False
getti,False
ghali,False
ghega,False
ghegi,False
ghego,False
ghiri,False
ghise,False
giaci,False
giaco,False
giade,False
giani,False
giano,False
giare,False
giava,False
giave,False
gibbi,False
gibbo,False
gighe,False
gilda,False
gilde,False
gilet,False
gimmo,False
ginna,False
ginni,False
ginno,False
gioca,False
gioie,False
gioii,False
gioio,False
giovi,False
giovo,False
girci,False
girei,False
girii,False
girio,False
girla,False
girle,False
girli,False
girlo,False
girmi,False
girne,False
girsi,False
girti,False
girvi,False
gisse,False
gissi,False
giste,False
gisti,False
gitta,False
gitti,False
gitto,False
giuba,False
giube,False
giuda,False
giuli,False
giura,False
giure,False
giuri,False
giuso,False
gladi,False
gleba,False
glebe,False
glena,False
glene,False
gleni,False
glifi,False
globe,False
globi,False
glomi,False
glomo,False
glori,False
gluma,False
glume,False
gnidi,False
gnome,False
gnomi,False
gnuda,False
gnude,False
gnudi,False
gnudo,False
gobbe,False
gobbi,False
gobbo,False
gocci,False
godei,False
godii,False
godio,False
goffa,False
goffi,False
